daily,px,daily_px_change,weekly,weekly_weighted_px,weekly_px_change,monthly,monthly_weighted_px,monthly_px_change,yearly,yearly_weighted_px,yearly_px_change,daily_%_change,hist_vol10,hist_vol30,hist_vol50,hist_vol100,daily_labels
05/04/2021,8.1189,-0.0483,02/04/2021,8.1672,0.0596,31/03/2021,8.2519,0.8246,31/12/2020,7.4404,1.4893,-0.5914%,19.25703771,31.77431262,25.68970089,20.7144868,Mon
02/04/2021,8.1672,0.0439,26/03/2021,8.1076,0.8891,26/02/2021,7.4273,0.1198,31/12/2019,5.9511,0.6617,0.5404%,19.99195898,31.72010048,25.74353783,20.69584881,Fri
01/04/2021,8.1233,-0.1286,19/03/2021,7.2185,-0.3417,29/01/2021,7.3075,-0.1329,31/12/2018,5.2894,1.4912,-1.5584%,43.85883214,31.72861862,25.74276508,20.70413713,Thu
31/03/2021,8.2519,-0.0841,12/03/2021,7.5602,0.0277,31/12/2020,7.4404,-0.3831,29/12/2017,3.7982,0.2747,-1.0089%,43.5675478,31.1497451,25.42600075,20.55201988,Wed
30/03/2021,8.336,0.1256,05/03/2021,7.5325,0.1052,30/11/2020,7.8235,-0.5214,30/12/2016,3.5235,0.6063,1.5298%,46.60616555,30.81261799,25.35846875,20.61680396,Tue
29/03/2021,8.2104,0.1028,26/02/2021,7.4273,0.4621,30/10/2020,8.3449,0.6292,31/12/2015,2.9172,0.5822,1.2679%,46.86677384,30.74796945,25.25299183,21.75134981,Mon
26/03/2021,8.1076,0.163,19/02/2021,6.9652,-0.0697,30/09/2020,7.7157,0.3714,31/12/2014,2.335,0.1868,2.0517%,47.60033971,30.67867635,25.13539486,21.73033375,Fri
25/03/2021,7.9446,0.0069,12/02/2021,7.0349,-0.0231,31/08/2020,7.3443,0.3718,31/12/2013,2.1482,0.3646,0.0869%,47.30566551,30.64307084,24.749506,23.17508178,Thu
24/03/2021,7.9377,0.0041,05/02/2021,7.058,-0.2495,31/07/2020,6.9725,0.1196,31/12/2012,1.7836,-0.1073,0.0517%,47.27489601,30.63511667,24.93672111,23.25029232,Wed
23/03/2021,7.9336,0.132,29/01/2021,7.3075,-0.1095,30/06/2020,6.8529,0.0289,30/12/2011,1.8909,0.347,1.6920%,47.435369,30.74654583,24.98324026,23.24971229,Tue
22/03/2021,7.8016,0.5831,22/01/2021,7.417,-0.0556,29/05/2020,6.824,-0.1627,31/12/2010,1.5439,0.0453,8.0779%,48.25223131,30.52339422,24.78330622,23.08903652,Mon
19/03/2021,7.2185,-0.1041,15/01/2021,7.4726,0.1205,30/04/2020,6.9867,0.3715,31/12/2009,1.4986,-0.0419,-1.4216%,17.5972633,20.03567951,16.99893258,19.19305006,Fri
18/03/2021,7.3226,-0.1803,08/01/2021,7.3521,-0.0871,31/03/2020,6.6152,0.3683,31/12/2008,1.5405,0.3705,-2.4031%,26.48391318,19.48857031,17.17004757,19.16451617,Thu
17/03/2021,7.5029,0.0096,01/01/2021,7.4392,-0.1137,28/02/2020,6.2469,0.264,31/12/2007,1.17,-0.2456,0.1281%,23.21984636,18.2493229,16.22152615,18.83079189,Wed
16/03/2021,7.4933,-0.0442,25/12/2020,7.5529,-0.0703,31/01/2020,5.9829,0.0318,29/12/2006,1.4156,0.0646,-0.5864%,23.58527723,18.29707044,16.22218753,18.83837615,Tue
15/03/2021,7.5375,-0.0227,18/12/2020,7.6232,-0.222,31/12/2019,5.9511,0.2007,30/12/2005,1.351,0.0075,-0.3003%,24.23556498,18.23685325,16.37792583,18.89985422,Mon
12/03/2021,7.5602,0.077,11/12/2020,7.8452,0.0441,29/11/2019,5.7504,0.0368,31/12/2004,1.3435,-0.063,1.0290%,24.20865972,18.19750875,16.40272386,19.01677604,Fri
11/03/2021,7.4832,-0.0197,04/12/2020,7.8011,-0.0352,31/10/2019,5.7136,0.0632,31/12/2003,1.4065,-0.2486,-0.2626%,26.68262694,18.72840572,16.24366433,19.11617001,Thu
10/03/2021,7.5029,-0.1166,27/11/2020,7.8363,0.1982,30/09/2019,5.6504,-0.182,31/12/2002,1.6551,0.205,-1.5303%,27.03588055,18.79090972,16.23097985,19.12401608,Wed
09/03/2021,7.6195,-0.1438,20/11/2020,7.6381,-0.0172,30/08/2019,5.8324,0.2497,31/12/2001,1.4501,0.7816,-1.8523%,27.3094548,18.28557766,15.89581639,19.14509799,Tue
08/03/2021,7.7633,0.2308,13/11/2020,7.6553,-0.86,31/07/2019,5.5827,-0.211,29/12/2000,0.6685,0.6685,3.0641%,22.55646749,17.30342266,15.2350933,18.9372006,Mon
05/03/2021,7.5325,0.0153,06/11/2020,8.5153,0.1704,28/06/2019,5.7937,-0.0454,,,,0.2035%,19.11263463,15.14804232,13.70873727,18.2777783,Fri
04/03/2021,7.5172,0.056,30/10/2020,8.3449,0.3834,31/05/2019,5.8391,-0.127,,,,0.7505%,18.79272164,15.15273078,14.16043183,18.28719927,Thu
03/03/2021,7.4612,0.1028,23/10/2020,7.9615,0.0392,30/04/2019,5.9661,0.3954,,,,1.3970%,19.65392876,15.10332053,14.07977011,18.24092906,Wed
02/03/2021,7.3584,0.0689,16/10/2020,7.9223,0.0478,29/03/2019,5.5707,0.2337,,,,0.9452%,19.57142227,14.67525824,13.76781115,18.09700514,Tue
01/03/2021,7.2895,-0.1378,09/10/2020,7.8745,0.0997,28/02/2019,5.337,0.1724,,,,-1.8553%,19.74116908,14.46193027,13.55931541,18.02074642,Mon
26/02/2021,7.4273,0.0758,02/10/2020,7.7748,0.1109,31/01/2019,5.1646,-0.1248,,,,1.0311%,13.95345704,13.35914294,12.90550457,17.79014619,Fri
25/02/2021,7.3515,0.186,25/09/2020,7.6639,0.1014,31/12/2018,5.2894,0.0741,,,,2.5958%,16.5333643,12.96391101,12.6959045,17.709486,Thu
24/02/2021,7.1655,0.0572,18/09/2020,7.5625,0.0864,30/11/2018,5.2153,-0.3676,,,,0.8047%,10.78095334,11.18284619,11.27154633,17.22536684,Wed
23/02/2021,7.1083,0.0894,11/09/2020,7.4761,0.0378,31/10/2018,5.5829,-0.473,,,,1.2737%,10.81784955,10.89410091,11.3332445,17.21911665,Tue
22/02/2021,7.0189,0.0537,04/09/2020,7.4383,0.1081,28/09/2018,6.0559,-0.4837,,,,0.7710%,8.090310976,10.08060094,10.81650731,17.18581473,Mon
19/02/2021,6.9652,-0.0151,28/08/2020,7.3302,0.0139,31/08/2018,6.5396,1.6256,,,,-0.2163%,6.299135659,9.622703899,10.56177711,17.15342275,Fri
18/02/2021,6.9803,0.0009,21/08/2020,7.3163,-0.0539,31/07/2018,4.914,0.3211,,,,0.0129%,6.614214959,11.2436408,10.59367429,17.15282768,Thu
17/02/2021,6.9794,-0.0056,14/08/2020,7.3702,0.0906,29/06/2018,4.5929,0.0662,,,,-0.0802%,8.439270823,11.38130604,10.59297272,17.17204895,Wed
16/02/2021,6.985,0.0208,07/08/2020,7.2796,0.3071,31/05/2018,4.5267,0.4646,,,,0.2987%,8.376835054,11.41801839,10.8349613,17.18833282,Tue
15/02/2021,6.9642,-0.0707,31/07/2020,6.9725,0.1261,30/04/2018,4.0621,0.1068,,,,-1.0050%,7.646113882,11.67422818,10.79593736,17.2626996,Mon
12/02/2021,7.0349,0.0125,24/07/2020,6.8464,-0.0174,30/03/2018,3.9553,0.1561,,,,0.1780%,6.589717537,11.43951039,10.67004907,17.20138769,Fri
11/02/2021,7.0224,-0.0365,17/07/2020,6.8638,-0.0021,28/02/2018,3.7992,0.0438,,,,-0.5171%,9.177300975,11.38375247,10.65053858,17.48245058,Thu
10/02/2021,7.0589,-0.0078,10/07/2020,6.8659,0.0036,31/01/2018,3.7554,-0.0428,,,,-0.1104%,9.18050316,11.35211493,10.7119025,17.49728848,Wed
09/02/2021,7.0667,-0.0064,03/07/2020,6.8623,0.0023,29/12/2017,3.7982,-0.1218,,,,-0.0905%,9.038782201,11.69635142,10.93397041,17.56349962,Tue
08/02/2021,7.0731,0.0151,26/06/2020,6.86,0.0075,30/11/2017,3.92,0.1285,,,,0.2139%,10.98234062,11.69995947,11.0090026,17.58654128,Mon
05/02/2021,7.058,-0.08,19/06/2020,6.8525,0.0385,31/10/2017,3.7915,0.2282,,,,-1.1208%,10.40313443,11.75349132,10.99463382,17.60467326,Fri
04/02/2021,7.138,-0.0193,12/06/2020,6.814,0.044,29/09/2017,3.5633,0.1104,,,,-0.2697%,9.917245671,12.11002833,10.78131918,17.58400766,Thu
03/02/2021,7.1573,-0.0293,05/06/2020,6.77,-0.054,31/08/2017,3.4529,-0.0664,,,,-0.4077%,11.4189217,12.12977452,10.80296231,17.58387736,Wed
02/02/2021,7.1866,-0.0063,29/05/2020,6.824,0.0102,31/07/2017,3.5193,-0.0014,,,,-0.0876%,11.61969321,12.22573526,10.84900417,17.61033709,Tue
01/02/2021,7.1929,-0.1146,22/05/2020,6.8138,-0.0875,30/06/2017,3.5207,-0.0072,,,,-1.5683%,11.56916476,12.22014562,10.95781696,17.61268609,Mon
29/01/2021,7.3075,-0.0388,15/05/2020,6.9013,-0.1862,31/05/2017,3.5279,-0.0238,,,,-0.5282%,9.261215647,11.48169644,11.1383763,17.43179556,Fri
28/01/2021,7.3463,-0.0524,08/05/2020,7.0875,0.0753,28/04/2017,3.5517,-0.0846,,,,-0.7082%,9.264677335,11.53411048,13.47010983,17.41477995,Thu
27/01/2021,7.3987,0.0509,01/05/2020,7.0122,0.0395,31/03/2017,3.6363,-0.0099,,,,0.6927%,12.14599456,11.72184387,13.66370161,17.38803121,Wed
26/01/2021,7.3478,-0.0586,24/04/2020,6.9727,0.0433,28/02/2017,3.6462,-0.1271,,,,-0.7912%,11.80566859,11.89710669,14.28001191,17.36954708,Tue
25/01/2021,7.4064,-0.0106,17/04/2020,6.9294,0.225,31/01/2017,3.7733,0.2498,,,,-0.1429%,11.55503959,11.78161963,14.188863,17.32331176,Mon
22/01/2021,7.417,0.046,10/04/2020,6.7044,-0.0265,30/12/2016,3.5235,0.086,,,,0.6241%,11.65271392,11.78158366,14.18831295,17.33907544,Fri
21/01/2021,7.371,-0.0538,03/04/2020,6.7309,0.2767,30/11/2016,3.4375,0.3435,,,,-0.7246%,14.79640487,11.54882375,14.19836414,17.3108777,Thu
20/01/2021,7.4248,-0.047,27/03/2020,6.4542,-0.0966,31/10/2016,3.094,0.0941,,,,-0.6290%,14.17334501,11.47377579,14.1503787,17.27141896,Wed
19/01/2021,7.4718,-0.0072,20/03/2020,6.5508,0.2177,30/09/2016,2.9999,0.042,,,,-0.0963%,13.35882434,11.74267948,14.42645744,17.26841844,Tue
18/01/2021,7.479,0.0064,13/03/2020,6.3331,0.2415,31/08/2016,2.9579,-0.0309,,,,0.0856%,15.18995951,11.77187837,17.6075054,17.27177916,Mon
15/01/2021,7.4726,0.1076,06/03/2020,6.0916,-0.1553,29/07/2016,2.9888,0.1111,,,,1.4610%,15.54188677,11.77911272,17.84853736,17.27911687,Fri
14/01/2021,7.365,-0.038,28/02/2020,6.2469,0.1516,30/06/2016,2.8777,-0.0717,,,,-0.5133%,13.11371474,10.71237154,21.16171783,17.12188986,Thu
13/01/2021,7.403,-0.0487,21/02/2020,6.0953,0.0366,31/05/2016,2.9494,0.1539,,,,-0.6535%,12.88728888,10.80052833,21.39429193,17.11203197,Wed
12/01/2021,7.4517,-0.0262,14/02/2020,6.0587,0.0441,29/04/2016,2.7955,-0.0218,,,,-0.3504%,12.99144663,11.10826136,21.37699951,17.07951533,Tue
11/01/2021,7.4779,0.1258,07/02/2020,6.0146,0.0317,31/03/2016,2.8173,-0.1484,,,,1.7111%,12.74387608,11.20942383,21.43192826,17.07682195,Mon
08/01/2021,7.3521,0.032,31/01/2020,5.9829,0.0439,29/02/2016,2.9657,0.0109,,,,0.4372%,9.219020419,9.678535274,20.94512342,16.85547034,Fri
07/01/2021,7.3201,0.011,24/01/2020,5.939,0.0528,29/01/2016,2.9548,0.0376,,,,0.1505%,11.14855415,9.468562431,21.08003294,16.89321149,Thu
06/01/2021,7.3091,-0.0817,17/01/2020,5.8862,0.0054,31/12/2015,2.9172,0.0034,,,,-1.1054%,10.73466601,9.42208269,21.16444802,16.89629022,Wed
05/01/2021,7.3908,-0.0353,10/01/2020,5.8808,-0.0908,30/11/2015,2.9138,-0.0012,,,,-0.4754%,10.12546937,9.141344792,21.10543899,16.7990805,Tue
04/01/2021,7.4261,-0.0131,03/01/2020,5.9716,0.0222,30/10/2015,2.915,-0.1106,,,,-0.1761%,10.15237633,9.316470308,21.27498196,16.89151616,Mon
01/01/2021,7.4392,-0.0012,27/12/2019,5.9494,0.0114,30/09/2015,3.0256,0.1107,,,,-0.0161%,10.34276291,10.62930444,21.53049115,16.88997009,Fri
31/12/2020,7.4404,0.0563,20/12/2019,5.938,0.1319,31/08/2015,2.9149,0.1441,,,,0.7624%,10.92660608,14.64549607,21.89110436,16.89175269,Thu
30/12/2020,7.3841,-0.0028,13/12/2019,5.8061,0.0303,31/07/2015,2.7708,0.0892,,,,-0.0379%,9.600689421,14.87698286,21.8183337,16.86150791,Wed
29/12/2020,7.3869,-0.0514,06/12/2019,5.7758,0.0254,30/06/2015,2.6816,0.0187,,,,-0.6910%,10.06215736,15.95789227,22.16854767,16.86176088,Tue
28/12/2020,7.4383,-0.1146,29/11/2019,5.7504,0.0374,29/05/2015,2.6629,-0.0096,,,,-1.5173%,10.08050809,15.87604607,22.16701421,16.99033815,Mon
25/12/2020,7.5529,-0.033,22/11/2019,5.713,-0.0347,30/04/2015,2.6725,0.075,,,,-0.4350%,8.351457681,15.26346608,21.91833223,16.85506312,Fri
24/12/2020,7.5859,-0.0569,15/11/2019,5.7477,-0.0185,31/03/2015,2.5975,0.0893,,,,-0.7445%,8.852515055,15.37078346,21.92330816,16.83730151,Thu
23/12/2020,7.6428,-0.0137,08/11/2019,5.7662,0.0535,27/02/2015,2.5082,0.0665,,,,-0.1789%,8.606503517,15.27927458,21.86950887,16.79525257,Wed
22/12/2020,7.6565,0.0039,01/11/2019,5.7127,-0.0611,30/01/2015,2.4417,0.1067,,,,0.0510%,10.44633594,15.82845843,21.88651514,17.4024942,Tue
21/12/2020,7.6526,0.0294,25/10/2019,5.7738,-0.0158,31/12/2014,2.335,0.1149,,,,0.3857%,10.5186668,20.59338021,21.88486745,17.72329573,Mon
18/12/2020,7.6232,-0.0789,18/10/2019,5.7896,-0.0937,28/11/2014,2.2201,-0.0028,,,,-1.0244%,10.10207574,20.90597819,21.87479309,17.77454939,Fri
17/12/2020,7.7021,-0.0979,11/10/2019,5.8833,0.1844,31/10/2014,2.2229,-0.0553,,,,-1.2551%,9.061421318,25.98335349,21.77101693,17.69175256,Thu
16/12/2020,7.8,-0.0346,04/10/2019,5.6989,0.0263,30/09/2014,2.2782,0.1152,,,,-0.4416%,6.348758382,26.16793475,21.6747304,17.56359506,Wed
15/12/2020,7.8346,-0.0194,27/09/2019,5.6726,-0.0704,29/08/2014,2.163,0.0212,,,,-0.2470%,8.789550185,26.16589179,21.72909597,17.54110624,Tue
14/12/2020,7.854,0.0088,20/09/2019,5.743,0.0557,31/07/2014,2.1418,0.0233,,,,0.1122%,8.916107252,26.24423287,21.87105467,17.54971221,Mon
11/12/2020,7.8452,-0.0389,13/09/2019,5.6873,-0.0245,30/06/2014,2.1185,0.0217,,,,-0.4934%,8.92511551,26.22491813,21.89659007,17.59978761,Fri
10/12/2020,7.8841,0.059,06/09/2019,5.7118,-0.1206,30/05/2014,2.0968,-0.0157,,,,0.7540%,8.456757896,26.46260129,21.86792123,17.57276506,Thu
09/12/2020,7.8251,0.0096,30/08/2019,5.8324,0.0731,30/04/2014,2.1125,-0.0282,,,,0.1228%,7.813316541,26.43010157,21.82053786,17.54528687,Wed
08/12/2020,7.8155,0.0095,23/08/2019,5.7593,0.1797,31/03/2014,2.1407,-0.0654,,,,0.1217%,8.331239861,26.45540527,21.83310294,17.549501,Tue
07/12/2020,7.806,0.0049,16/08/2019,5.5796,0.0844,28/02/2014,2.2061,-0.0504,,,,0.0628%,8.951574033,26.66934068,22.00493794,17.5549073,Mon
04/12/2020,7.8011,0.0294,09/08/2019,5.4952,-0.0632,31/01/2014,2.2565,0.1083,,,,0.3783%,12.8856064,26.99166459,22.00444529,17.58534124,Fri
03/12/2020,7.7717,-0.0902,02/08/2019,5.5584,-0.1088,31/12/2013,2.1482,0.129,,,,-1.1473%,21.90459667,27.41968103,22.39512213,17.58394304,Thu
02/12/2020,7.8619,0.0276,26/07/2019,5.6672,0.0081,29/11/2013,2.0192,0.0224,,,,0.3523%,20.73917759,27.24144735,22.24985953,17.45899202,Wed
01/12/2020,7.8343,0.0108,19/07/2019,5.6591,-0.0621,31/10/2013,1.9968,-0.0217,,,,0.1380%,24.60321243,27.63599354,22.37695667,17.45641268,Tue
30/11/2020,7.8235,-0.0128,12/07/2019,5.7212,0.0932,30/09/2013,2.0185,-0.0196,,,,-0.1633%,24.61310162,27.70972298,22.39814024,17.46155232,Mon
27/11/2020,7.8363,-0.039,05/07/2019,5.628,-0.1657,30/08/2013,2.0381,0.1039,,,,-0.4952%,24.5683669,27.71339294,22.41645721,17.45515674,Fri
26/11/2020,7.8753,-0.0534,28/06/2019,5.7937,-0.0236,31/07/2013,1.9342,0.0061,,,,-0.6735%,24.30802703,27.71232427,22.45186747,17.42830752,Thu
25/11/2020,7.9287,-0.0702,21/06/2019,5.8173,-0.0778,28/06/2013,1.9281,0.0524,,,,-0.8776%,24.08428008,27.64230139,22.38126806,17.37781731,Wed
24/11/2020,7.9989,0.1153,14/06/2019,5.8951,0.0646,31/05/2013,1.8757,0.0833,,,,1.4625%,25.09142579,27.52099899,22.29477413,17.29720714,Tue
23/11/2020,7.8836,0.2455,07/06/2019,5.8305,-0.0086,30/04/2013,1.7924,-0.0179,,,,3.2142%,34.5030448,27.17079367,22.07742425,17.16797543,Mon
20/11/2020,7.6381,0.085,31/05/2019,5.8391,-0.243,29/03/2013,1.8103,0.0118,,,,1.1254%,28.9756046,25.34973667,20.87225923,16.44097185,Fri
19/11/2020,7.5531,-0.1532,24/05/2019,6.0821,0.0268,28/02/2013,1.7985,0.0397,,,,-1.9880%,36.50591221,25.09211023,20.72034875,16.35847857,Thu
18/11/2020,7.7063,0.0038,17/05/2019,6.0553,0.0726,31/01/2013,1.7588,-0.0248,,,,0.0493%,38.39502942,24.53798126,20.17501095,15.99150505,Wed
17/11/2020,7.7025,-0.0034,10/05/2019,5.9827,0.0185,31/12/2012,1.7836,-0.0036,,,,-0.0441%,38.26421631,24.67001906,20.21992477,15.9914701,Tue
16/11/2020,7.7059,0.0506,03/05/2019,5.9642,0.0262,30/11/2012,1.7872,-0.0054,,,,0.6610%,38.72539016,24.92150411,20.21855859,15.99213459,Mon
13/11/2020,7.6553,-0.0378,26/04/2019,5.938,0.127,31/10/2012,1.7926,-0.0044,,,,-0.4913%,37.72358995,24.88096479,20.19245917,15.96931531,Fri
12/11/2020,7.6931,-0.109,19/04/2019,5.811,0.0295,28/09/2012,1.797,-0.0209,,,,-1.3971%,39.23831285,24.84616919,20.15240374,15.94170106,Thu
11/11/2020,7.8021,-0.3567,12/04/2019,5.7815,0.1555,31/08/2012,1.8179,0.0227,,,,-4.3720%,39.93006128,24.50829364,19.85146759,15.74590634,Wed
10/11/2020,8.1588,0.0904,05/04/2019,5.626,0.0553,31/07/2012,1.7952,-0.0131,,,,1.1204%,32.78783711,20.16105591,16.7194662,13.83066876,Tue
09/11/2020,8.0684,-0.4469,29/03/2019,5.5707,-0.1886,29/06/2012,1.8083,-0.059,,,,-5.2482%,32.61386832,20.35138553,16.58221801,13.74585368,Mon
06/11/2020,8.5153,0.0925,22/03/2019,5.7593,0.3127,31/05/2012,1.8673,0.11,,,,1.0982%,8.935062729,11.11732502,10.15140574,10.30984787,Fri
05/11/2020,8.4228,-0.0093,15/03/2019,5.4466,0.0071,30/04/2012,1.7573,-0.0253,,,,-0.1103%,10.06911293,11.81545924,9.982164523,10.2206932,Thu
04/11/2020,8.4321,0.0356,08/03/2019,5.4395,0.0662,30/03/2012,1.7826,0.034,,,,0.4240%,9.265034691,11.75260422,10.05639682,10.21714706,Wed
03/11/2020,8.3965,-0.0299,01/03/2019,5.3733,0.0553,29/02/2012,1.7486,-0.0279,,,,-0.3548%,10.22136611,12.43915614,10.09629185,10.21133578,Tue
02/11/2020,8.4264,0.0815,22/02/2019,5.318,0.0342,31/01/2012,1.7765,-0.1144,,,,0.9766%,11.49576793,12.2807296,10.07841435,10.17288167,Mon
30/10/2020,8.3449,0.0539,15/02/2019,5.2838,0.0364,30/12/2011,1.8909,0.0628,,,,0.6501%,12.54972759,12.12969774,9.94270704,10.10119527,Fri
29/10/2020,8.291,0.0248,08/02/2019,5.2474,0.0387,30/11/2011,1.8281,0.057,,,,0.3000%,13.91735338,12.197616,9.987047979,10.08008125,Thu
28/10/2020,8.2662,0.0796,01/02/2019,5.2087,-0.0635,31/10/2011,1.7711,-0.0888,,,,0.9723%,14.35803176,12.20740699,9.986510827,10.12572138,Wed
27/10/2020,8.1866,0.1006,25/01/2019,5.2722,-0.0554,30/09/2011,1.8599,0.1443,,,,1.2441%,14.0236676,12.08396869,9.847044564,10.12339045,Tue
26/10/2020,8.086,0.1245,18/01/2019,5.3276,-0.1361,31/08/2011,1.7156,0.0271,,,,1.5638%,13.18744109,11.73675743,10.08731159,10.00822055,Mon
23/10/2020,7.9615,0.0265,11/01/2019,5.4637,0.1314,29/07/2011,1.6885,0.0655,,,,0.3340%,10.56800245,11.04753399,9.584490822,9.751376247,Fri
22/10/2020,7.935,0.1227,04/01/2019,5.3323,0.059,30/06/2011,1.623,0.0296,,,,1.5706%,10.52573478,11.04171735,9.575255246,9.748651058,Thu
21/10/2020,7.8123,-0.0535,28/12/2018,5.2733,-0.0416,31/05/2011,1.5934,0.0722,,,,-0.6802%,7.035242709,10.23111854,9.013405318,9.4775551,Wed
20/10/2020,7.8658,-0.0178,21/12/2018,5.3149,-0.0472,29/04/2011,1.5212,-0.024,,,,-0.2258%,7.932296427,10.11437394,8.811052153,9.379929498,Tue
19/10/2020,7.8836,-0.0387,14/12/2018,5.3621,0.0592,31/03/2011,1.5452,-0.0528,,,,-0.4885%,9.8209886,10.04884395,9.290171839,9.366260866,Mon
16/10/2020,7.9223,-0.0131,07/12/2018,5.3029,0.0876,28/02/2011,1.598,-0.0063,,,,-0.1651%,9.231890208,9.864102226,9.444051498,9.663059452,Fri
15/10/2020,7.9354,0.0249,30/11/2018,5.2153,-0.0713,31/01/2011,1.6043,0.0604,,,,0.3148%,9.240231318,9.796568959,9.415191686,9.664415901,Thu
14/10/2020,7.9105,-0.0077,23/11/2018,5.2866,-0.0464,31/12/2010,1.5439,0.0395,,,,-0.0972%,9.281375912,9.80151353,9.419475796,9.660782214,Wed
13/10/2020,7.9182,0.0225,16/11/2018,5.333,-0.1231,30/11/2010,1.5044,0.0715,,,,0.2850%,9.067759529,9.821054032,11.26171864,9.676803059,Tue
12/10/2020,7.8957,0.0212,09/11/2018,5.4561,0.0272,29/10/2010,1.4329,-0.0127,,,,0.2692%,11.99002711,9.820115653,12.097678,9.71004165,Mon
09/10/2020,7.8745,-0.0704,02/11/2018,5.4289,-0.1647,30/09/2010,1.4456,-0.0809,,,,-0.8861%,11.97174873,9.823859153,12.33843271,9.963367203,Fri
08/10/2020,7.9449,0.0598,26/10/2018,5.5936,-0.0473,31/08/2010,1.5265,0.0187,,,,0.7584%,13.54594339,9.180906905,12.11629485,9.82231518,Thu
07/10/2020,7.8851,0.0861,19/10/2018,5.6409,-0.2323,30/07/2010,1.5078,-0.0767,,,,1.1040%,13.41011,9.257079128,12.13103365,9.775340969,Wed
06/10/2020,7.799,0.0375,12/10/2018,5.8732,-0.2598,30/06/2010,1.5845,0.0115,,,,0.4832%,14.48687981,8.926822489,11.96399489,9.652368405,Tue
05/10/2020,7.7615,-0.0133,05/10/2018,6.133,0.0771,31/05/2010,1.573,0.0848,,,,-0.1711%,14.47678961,9.000744109,11.98431432,9.636611854,Mon
02/10/2020,7.7748,0.0315,28/09/2018,6.0559,-0.2348,30/04/2010,1.4882,-0.0294,,,,0.4068%,14.45316753,8.938672608,12.05750593,10.0129183,Fri
01/10/2020,7.7433,0.0276,21/09/2018,6.2907,0.1217,31/03/2010,1.5176,-0.0322,,,,0.3577%,14.84024797,9.118199369,12.05408216,10.01981603,Thu
30/09/2020,7.7157,-0.0909,14/09/2018,6.169,-0.2399,26/02/2010,1.5498,0.0526,,,,-1.1644%,14.83842666,9.106166621,12.06172636,10.03412864,Wed
29/09/2020,7.8066,0.0004,07/09/2018,6.4089,-0.1307,29/01/2010,1.4972,-0.0014,,,,0.0051%,12.20147426,8.070709487,11.62548743,9.915268211,Tue
28/09/2020,7.8062,0.1423,31/08/2018,6.5396,0.5338,31/12/2009,1.4986,-0.0287,,,,1.8568%,12.06538956,9.097618652,11.61311501,9.939438863,Mon
25/09/2020,7.6639,0.0411,24/08/2018,6.0058,-0.0119,30/11/2009,1.5273,0.0219,,,,0.5392%,8.790382975,7.573097038,11.14831815,9.715167824,Fri
24/09/2020,7.6228,-0.078,17/08/2018,6.0177,-0.4146,30/10/2009,1.5054,0.0206,,,,-1.0129%,8.630568301,7.46767631,11.14600513,9.697071258,Thu
23/09/2020,7.7008,0.036,10/08/2018,6.4323,1.3505,30/09/2009,1.4848,-0.0158,,,,0.4697%,4.338046895,6.638876601,10.76902721,9.564793221,Wed
22/09/2020,7.6648,0.0376,03/08/2018,5.0818,0.2301,31/08/2009,1.5006,0.0299,,,,0.4930%,6.356970116,6.57630088,10.76574127,9.714607491,Tue
21/09/2020,7.6272,0.0647,27/07/2018,4.8517,0.0587,31/07/2009,1.4707,-0.0696,,,,0.8555%,6.283656782,7.636554563,10.77775961,10.0250416,Mon
18/09/2020,7.5625,0.0116,20/07/2018,4.793,-0.0457,30/06/2009,1.5403,0.007,,,,0.1536%,5.259955356,7.911501287,10.67734089,9.959240376,Fri
17/09/2020,7.5509,0.0485,13/07/2018,4.8387,0.2647,29/05/2009,1.5333,-0.064,,,,0.6465%,5.259626237,7.914358659,10.6964699,9.97943423,Thu
16/09/2020,7.5024,0.0105,06/07/2018,4.574,-0.0189,30/04/2009,1.5973,-0.0677,,,,0.1402%,4.399057944,7.786390066,10.64782179,9.947291545,Wed
15/09/2020,7.4919,0.0034,29/06/2018,4.5929,-0.0842,31/03/2009,1.665,-0.0351,,,,0.0454%,5.179634774,11.35717031,10.65229649,9.970669107,Tue
14/09/2020,7.4885,0.0124,22/06/2018,4.6771,-0.0534,27/02/2009,1.7001,0.0569,,,,0.1659%,5.153561753,12.74482462,10.65578784,10.01402369,Mon
11/09/2020,7.4761,0.0267,15/06/2018,4.7305,0.2573,30/01/2009,1.6432,0.1027,,,,0.3584%,5.217578873,13.13242484,10.66750619,10.01325593,Fri
10/09/2020,7.4494,-0.0385,08/06/2018,4.4732,-0.1753,31/12/2008,1.5405,-0.0225,,,,-0.5142%,5.127526433,13.23232193,10.66731456,10.00414807,Thu
09/09/2020,7.4879,0.003,01/06/2018,4.6485,-0.0671,28/11/2008,1.563,0.0207,,,,0.0401%,4.52189007,13.13770502,10.54593762,9.971131457,Wed
08/09/2020,7.4849,0.0348,25/05/2018,4.7156,0.2237,31/10/2008,1.5423,0.2728,,,,0.4671%,4.819107765,13.12388285,10.54507214,10.01696398,Tue
07/09/2020,7.4501,0.0118,18/05/2018,4.4919,0.1762,30/09/2008,1.2695,0.0851,,,,0.1586%,5.066318956,13.15664716,10.53864193,9.99630232,Mon
04/09/2020,7.4383,0.0059,11/05/2018,4.3157,0.0848,29/08/2008,1.1844,0.0205,,,,0.0794%,5.080297583,13.31713331,10.54866343,10.03040744,Fri
